,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
Biofilm formation in Staphylococcus,335,263,216,437,530,256,300,185,173,456,352,351,732,484,467,37,28,7,4,20,18,39,30,58,47,67,64,33,42,238,157,358,68,175,320,222,361,41,30,44,101,51,59,19,33,8,63,22,29,28,22,1,0,21,19,31,6,16,15,35,13,30,26,16,2,25,19,21,14,11,34,17,6,17,13,17,5,1,12,14,7,11,22,651,628,215,117,60,207,179,60,19,131,47,107,25,130,35,33,49,22,9,16,4
Fermentations: Lactate,128,55,38,112,106,51,93,42,16,202,102,76,174,107,63,40,39,4,5,21,16,40,41,38,37,37,33,20,41,21,32,67,9,30,18,11,30,14,32,50,41,35,41,12,11,2,24,15,18,11,11,0,0,3,6,9,1,6,9,11,7,10,10,11,0,16,9,15,15,7,11,14,5,12,10,6,7,1,8,9,3,7,11,249,240,52,27,18,45,29,45,7,20,10,30,13,38,13,11,11,7,10,5,4
Ethanolamine utilization,376,343,237,411,710,355,260,275,223,662,640,457,674,457,356,227,218,73,68,147,144,215,219,362,357,382,375,186,231,112,137,259,142,46,133,49,113,47,132,258,105,95,268,29,19,4,38,17,20,23,12,0,0,14,14,35,4,25,15,32,18,49,21,8,2,18,29,29,19,28,30,21,20,25,37,32,21,2,17,15,9,15,16,939,886,143,106,62,106,76,70,12,82,39,68,65,183,28,46,30,27,59,48,51
Pyruvate metabolism II: acetyl-CoA_ acetogenesis from pyruvate,3783,3289,2205,4806,6323,3150,2981,2560,1975,6662,5650,4055,7118,4519,4028,1600,1430,465,417,1416,1389,2286,2176,1452,1383,1811,1760,1404,1061,1158,1101,2082,624,1270,1171,993,1190,811,603,971,847,703,1389,185,183,41,412,163,184,206,133,1,0,119,153,280,77,143,114,290,166,260,158,135,11,186,211,260,202,224,339,185,104,218,200,245,141,10,129,149,65,159,174,10077,9680,2034,1596,773,1936,1866,1449,174,1384,571,1471,1048,2944,665,680,785,710,977,995,1036
Ethylmalonyl-CoA pathway of C2 assimilation,1180,1075,791,1471,2022,1162,1014,854,694,1674,1807,1444,2390,1656,1679,391,342,107,106,329,321,496,506,411,400,500,498,520,539,599,551,1011,584,915,1437,1134,1309,293,324,561,512,407,876,104,88,15,269,98,87,116,81,0,0,72,76,122,44,56,81,146,102,162,85,50,14,112,109,120,104,118,177,98,47,94,118,147,49,7,89,96,51,86,71,1968,1922,391,304,158,364,401,362,43,241,109,327,195,548,128,134,113,114,150,156,129
HMG CoA Synthesis,72,68,55,121,160,86,66,70,50,117,136,109,196,147,138,9,17,3,1,16,16,28,30,25,28,35,30,22,17,35,44,84,38,92,80,52,82,7,26,33,49,41,46,6,9,0,16,7,8,9,14,0,0,7,5,9,4,9,2,11,4,12,5,5,1,5,11,8,9,14,7,2,5,5,7,9,2,0,4,4,0,11,9,175,165,49,31,18,61,38,13,3,38,14,32,13,42,13,11,10,13,6,7,14
Acetone carboxylase subunits 2,29,70,57,85,230,123,31,73,57,47,59,58,142,220,212,10,10,4,3,24,23,27,30,9,8,7,6,11,10,4,11,17,3,3,19,1,16,3,19,37,12,18,11,3,4,1,1,2,2,4,1,0,0,2,2,6,0,4,0,2,2,6,4,0,0,6,2,0,0,2,3,2,3,5,2,3,0,0,3,1,2,2,0,57,54,29,15,9,20,29,30,2,16,6,46,19,76,17,11,89,70,22,21,22
Sugar utilization in Thermotogales,3642,3110,2087,4333,5617,2766,2819,2381,1877,5438,4961,3525,6838,4806,4293,1386,1244,404,393,1324,1264,1908,1920,1876,1822,2234,2171,1089,960,1499,1453,2592,1276,1108,1403,1029,1571,801,534,879,1175,746,1287,178,163,36,358,182,162,229,139,1,0,112,133,288,78,164,108,294,143,267,168,128,8,208,227,254,207,209,362,218,113,208,156,232,142,17,147,162,63,157,163,7499,7444,1778,1146,621,1468,1514,1268,176,1125,530,1009,640,1889,466,458,601,513,574,548,624
RidA proteins copy with new groups,1222,1269,847,1578,2193,1143,1088,886,866,2214,1863,1565,2559,1802,1686,366,319,101,98,327,301,487,480,430,418,507,453,245,218,414,257,583,235,407,622,522,1069,323,139,321,222,188,345,46,53,11,149,61,67,69,53,0,0,45,40,66,22,31,36,87,50,86,48,32,1,91,46,49,56,39,95,67,28,42,55,61,35,4,30,43,18,43,45,2322,2172,572,314,180,561,437,328,56,298,152,387,182,569,125,130,240,203,153,139,109
Ketoisovalerate oxidoreductase,3929,3553,2566,5173,6779,3758,3244,2655,2316,6062,5877,4802,7862,5819,5715,1468,1406,466,418,1420,1392,2227,2169,1739,1683,2241,2199,2109,2015,2143,2082,3738,2499,2747,3777,2528,4078,1715,1251,1990,1954,1749,2786,416,284,63,909,348,375,406,320,3,0,291,304,541,161,315,297,646,379,563,411,256,22,477,465,473,425,403,739,443,209,412,478,606,293,29,321,369,161,339,362,8720,8540,1637,1319,621,1454,1958,2288,205,1274,546,1240,858,2048,529,562,710,605,751,786,747
Arginine Biosynthesis extended,8307,7577,5361,10095,13945,7557,6511,5848,5002,12803,12945,10277,15061,11574,10625,2995,2762,927,879,2580,2493,3842,3775,4226,4167,5181,5002,3107,3070,2886,3016,5658,3630,3309,4578,3002,5463,4053,1901,3103,2419,2056,3803,445,421,94,1168,479,438,528,393,2,2,359,372,687,220,416,314,753,390,701,390,374,26,616,624,700,542,528,908,592,263,465,570,711,409,21,402,426,206,450,441,16789,16304,3439,2654,1283,3152,3200,3521,401,2656,1115,2229,1596,4469,948,999,1224,1134,1461,1460,1483
Bacterial motility:Gliding,3489,3409,2341,4426,6174,3322,2907,2482,2330,5800,6430,5205,6610,5298,4769,1473,1322,474,453,1307,1252,2041,1954,1924,1891,2429,2369,1494,1263,821,1081,1621,1462,1344,1211,698,1364,1544,633,1095,766,772,2009,147,107,36,252,123,115,151,87,1,1,84,100,275,49,126,83,244,107,193,125,83,11,127,175,225,172,174,265,154,79,152,174,251,128,14,117,131,65,148,121,6449,6244,1173,1027,543,980,1022,1038,110,863,301,934,855,2354,517,523,581,503,934,891,995
Siderophore Achromobactin,0,3,0,1,1,0,1,2,0,1,5,4,0,0,1,1,0,0,0,1,1,0,2,0,1,2,2,0,2,2,0,4,0,0,0,1,1,1,2,1,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,2,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Glutamine_ glutamate_ aspartate_ asparagine metabolism in plants,11212,9977,7285,13734,19069,10393,9219,7744,6510,16346,17121,13723,21299,16396,15474,4177,3976,1210,1180,3615,3516,5630,5496,5250,5115,6720,6534,5498,5696,6451,6643,11638,8224,7084,10846,7371,12265,6317,3497,5663,5266,4563,7398,990,786,170,2130,966,851,965,754,3,4,694,719,1480,441,763,625,1489,871,1419,917,635,44,1140,1223,1313,1093,1016,1778,1118,512,915,1057,1494,716,66,742,946,390,910,834,23224,22646,4838,3756,1906,4472,5138,5763,602,3767,1736,3179,2183,5989,1355,1458,1734,1541,1966,1966,1954
Multidrug Resistance Efflux Pumps,8812,7483,5523,9615,14203,7609,6391,6296,4980,12603,13944,10148,13648,10895,9324,5057,4702,1535,1463,4248,4091,6422,6228,6096,6005,7514,7207,3733,3521,1101,1809,3214,1634,1059,1470,947,1647,2264,2593,4120,2544,2377,4455,347,262,63,675,341,290,400,262,4,2,243,222,610,187,355,185,640,347,540,296,236,21,414,400,580,519,446,710,399,203,428,592,696,321,35,324,342,170,312,315,21839,21352,3152,2927,1423,2774,3674,3812,380,2319,927,2160,1827,4991,1199,1163,1266,1097,2004,1949,2030
Quinone oxidoreductase family,1101,971,660,1230,1709,836,866,735,533,1914,1667,1124,1808,1333,1046,602,558,190,167,483,419,763,752,697,676,833,793,370,391,169,180,347,89,59,125,112,144,104,237,420,248,238,432,35,20,12,102,52,34,49,31,0,1,37,27,74,12,40,39,86,43,74,39,32,1,45,50,61,61,41,68,43,31,44,55,95,31,0,46,48,15,41,43,2510,2448,362,282,154,362,380,351,28,199,96,239,175,481,119,101,122,117,197,208,201
Tryptophan synthesis,467,429,329,629,826,444,401,360,329,743,674,639,1043,749,757,91,86,25,22,94,96,153,146,62,58,91,85,312,81,347,237,449,122,408,344,202,372,74,70,106,187,203,295,58,46,8,143,55,44,39,46,0,0,38,39,50,10,36,44,96,40,88,46,36,2,64,51,53,53,52,91,43,16,42,43,74,18,2,46,43,21,48,58,830,831,256,138,79,294,303,204,29,157,66,202,146,349,80,94,183,147,152,171,167
Acyclic terpenes utilization,11,18,11,22,33,31,13,13,25,36,46,45,47,26,24,10,13,4,6,15,11,11,9,10,11,32,30,4,3,0,0,3,0,0,0,0,0,3,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,58,54,7,8,7,7,2,3,0,2,2,5,7,17,6,5,4,4,1,7,3
Alkane biosynthesis in bacteria,3,1,0,2,5,2,2,3,1,2,0,3,3,2,0,1,2,1,0,2,2,1,1,0,1,5,1,0,0,10,12,3,4,0,0,0,1,63,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
EC 3.4.19.- Omega peptidases,786,878,646,1072,1376,800,762,614,537,1388,1590,1187,1912,1444,1338,322,301,112,99,307,304,542,497,333,319,425,411,112,163,87,92,175,330,74,245,123,164,255,80,113,180,177,292,16,16,6,32,12,14,9,7,0,0,26,14,24,6,23,12,31,13,28,15,10,4,23,15,21,16,20,28,25,9,19,28,24,17,1,16,18,4,16,14,1211,1184,216,160,68,170,222,237,22,186,78,171,143,326,75,82,71,50,77,76,70
Cholesterol catabolic operon in Mycobacteria,93,66,50,77,154,74,59,63,32,99,101,71,136,104,69,32,30,6,12,44,25,43,42,35,36,45,42,8,15,10,12,21,2,0,12,1,14,4,32,59,13,17,21,10,5,1,18,8,11,7,9,0,0,2,4,2,2,4,9,19,13,9,12,3,0,9,2,4,6,7,12,10,1,7,8,15,5,0,5,7,3,10,9,367,361,28,22,9,19,21,18,2,13,2,17,14,25,6,10,11,7,12,6,8
Acyl-CoA thioesterase II,280,192,126,295,345,152,184,157,87,408,320,200,433,294,261,91,85,25,19,54,55,85,80,148,137,192,179,80,113,76,78,180,36,89,138,128,248,135,66,159,85,79,144,13,22,5,68,24,30,32,23,0,0,19,19,40,13,18,17,29,28,43,18,14,1,19,27,30,30,26,47,23,16,29,14,31,14,1,14,18,8,22,17,945,891,211,116,54,200,207,198,14,97,37,75,29,126,32,29,41,39,11,9,8
Glycerolipid and Glycerophospholipid Metabolism in Bacteria,2397,2188,1641,3008,4072,2323,1934,1785,1487,3540,3874,3094,4438,3662,3474,977,850,306,307,881,847,1303,1263,1301,1262,1523,1488,804,778,509,574,1139,722,468,821,372,967,874,403,692,548,464,842,92,71,25,203,88,75,85,57,1,0,70,82,159,33,60,63,116,69,115,74,57,7,122,128,139,125,105,179,96,64,95,90,148,63,8,78,80,33,65,74,4984,4752,902,701,376,736,957,1064,101,661,301,600,468,1421,302,287,329,249,497,487,492
Transport of Nickel and Cobalt,689,543,437,765,972,591,530,457,336,1139,940,722,1118,749,599,200,186,51,53,164,160,271,254,274,259,307,282,130,165,28,29,54,40,34,62,63,74,31,112,194,85,62,211,11,14,5,49,21,20,20,19,0,0,10,10,15,8,9,11,26,10,17,18,9,2,15,16,25,12,13,29,18,6,15,36,23,5,0,13,20,6,14,6,1012,936,63,43,17,72,153,325,17,87,45,100,85,223,40,40,136,91,43,47,53
ECF class transporters,242,231,143,240,487,203,158,157,138,333,330,254,396,327,274,115,100,30,36,94,86,145,129,123,111,135,123,71,44,266,199,387,80,302,234,389,145,97,23,38,50,30,50,19,13,1,45,11,13,17,7,0,0,7,7,25,5,12,10,34,11,23,24,13,1,20,22,9,6,8,20,24,5,11,5,9,12,0,14,17,3,12,20,858,793,253,196,102,291,303,347,57,330,160,162,125,424,73,94,106,90,191,196,191
IojapClusters,28502,24076,15431,23789,35477,18498,20776,19106,11965,43497,40903,27158,46249,34203,34525,23735,21318,6804,6518,18297,17143,29166,28264,14537,14144,17395,16460,4464,4900,2935,3664,4709,3101,1246,2945,1868,3257,5060,4064,6093,4476,5219,9447,573,414,93,1005,465,438,507,385,1,3,345,397,643,265,389,414,992,521,781,575,318,23,503,501,573,476,481,950,596,217,436,1188,1008,316,33,468,484,221,511,470,74757,72421,5902,5060,2572,5244,3776,2105,507,3043,1253,3925,2922,7442,1979,2013,1576,1425,2044,2070,2077
De Novo Purine Biosynthesis,8026,7352,5260,10085,13992,7614,6566,5806,4887,12001,12859,10101,15536,12234,11725,3092,2913,942,902,2632,2539,4045,3956,4292,4187,5236,5079,3483,3821,3372,3870,6790,5616,4400,6613,4335,7711,5073,2232,3641,3213,2677,4583,625,485,109,1384,574,519,657,441,1,3,380,434,935,296,473,380,914,582,895,531,420,43,723,803,907,699,677,1180,668,351,621,660,891,483,57,494,598,233,543,524,17552,17010,3448,2820,1431,3207,4073,4626,507,3278,1408,2399,1735,4875,1027,1138,1179,1106,1502,1472,1482
Histidine Biosynthesis in plants,1400,1089,877,1727,2270,1290,960,907,747,2033,2166,1681,2400,2128,2050,507,482,162,154,446,435,789,764,719,702,926,889,598,584,707,756,1388,863,1082,1440,969,1656,896,364,616,546,452,769,87,91,16,281,107,86,120,82,0,0,78,108,156,45,88,100,146,101,164,91,84,5,161,130,178,118,136,219,130,58,110,126,155,88,8,83,91,51,90,86,2766,2725,590,430,208,490,643,795,89,443,197,420,272,717,193,169,201,200,255,266,245
Cysteine Biosynthesis,11015,8870,6138,12295,16234,8757,8396,6743,5383,16297,15255,11337,19932,14376,13068,4966,4617,1458,1397,4275,4070,6441,6212,6267,6191,7942,7793,4891,4940,4410,4822,8577,4320,5270,6652,4882,7994,5947,3046,4935,4453,3584,6037,877,655,164,1811,758,758,886,586,1,7,522,622,1275,371,602,530,1326,783,1169,737,598,39,974,1077,1169,878,913,1575,880,463,848,903,1212,651,60,684,777,323,753,758,26218,25482,4714,3580,1829,3992,4227,3877,487,3036,1310,2734,1762,4951,1195,1326,1268,1181,1481,1476,1467
Anaerobic respiratory reductases,5642,4820,3253,5919,8153,4062,4182,3729,2664,9243,8110,5586,9502,6472,6018,2326,2167,677,638,2278,2170,3416,3331,2271,2150,2885,2760,1890,1474,1036,1248,1938,1602,461,1252,697,1039,674,1121,1801,1293,1629,2950,257,178,39,554,208,252,220,206,0,1,184,204,321,105,224,179,439,239,347,228,155,13,284,255,323,291,231,474,262,124,227,341,437,159,10,200,230,106,212,194,13015,12545,2216,1543,797,2095,1919,1872,217,1745,745,1780,1266,3416,807,866,1262,1106,1773,1785,1747
CFE Sulfur Oxidation,1097,1199,817,1680,2444,1225,1023,1006,760,2141,2503,1813,2089,1690,1599,600,522,154,163,409,407,751,748,667,638,893,853,676,660,134,220,355,280,72,272,102,184,188,491,634,405,484,605,63,42,11,116,56,59,62,43,1,0,33,55,99,31,57,41,119,56,102,69,41,5,73,82,106,84,76,125,78,46,65,117,140,55,8,56,66,40,68,59,3942,3804,292,237,128,227,238,196,28,196,69,242,206,520,128,97,147,131,236,238,268
Adhesins in Staphylococcus,18,7,2,13,32,12,8,12,5,21,30,31,66,43,25,5,4,0,1,7,5,12,11,25,16,31,27,0,1,0,0,0,1,0,0,1,0,1,2,1,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,55,9,4,1,4,1,1,3,2,2,2,4,10,1,7,0,2,2,2,5
LOS core oligosaccharide biosynthesis,2998,2502,1724,3126,4366,2313,2243,2086,1592,4166,4495,3265,5282,3894,3479,1448,1283,426,373,1345,1280,2014,1951,1745,1699,2075,1943,725,677,455,465,796,856,235,480,282,488,750,395,571,444,349,663,56,46,17,135,48,57,64,41,0,1,42,54,78,21,56,31,100,57,84,62,34,6,47,83,102,78,75,156,59,38,62,112,113,54,3,63,38,29,55,56,5587,5345,813,705,363,718,1171,1231,96,749,319,622,546,1536,325,360,350,340,585,548,586
Vibrio Core Oligosaccharide Biosynthesis,4,2,2,4,2,1,1,2,2,6,2,1,4,2,3,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,10,1,0,1,0,2,0,0,0,0,0,0,0,0,1
tRNA splicing,28,35,27,28,64,39,10,20,30,45,51,53,55,33,32,17,13,6,4,14,19,20,15,22,27,32,31,5,7,54,46,97,9,4,7,3,5,39,9,8,9,15,16,3,1,0,1,2,2,2,0,0,0,1,1,2,0,0,0,5,2,3,0,0,0,1,2,5,1,0,4,2,1,0,2,0,2,1,2,2,0,2,3,77,83,28,20,11,23,43,88,8,72,30,14,19,25,10,6,9,15,4,11,9
NAD and NADP cofactor biosynthesis global,11008,9759,6864,12633,17660,9752,8825,7453,6438,15916,16152,12961,20210,15777,14731,4687,4328,1456,1383,4090,3870,6095,5948,5895,5754,7457,7246,3615,3810,4126,4259,7774,5127,5115,6343,4421,7503,5395,2513,4058,3592,2797,4751,632,507,116,1437,624,601,728,480,2,2,464,500,930,255,514,479,977,567,858,512,421,48,765,741,877,711,691,1230,687,366,669,687,901,517,40,524,618,229,578,525,23397,22739,4809,3799,2019,4343,5193,5777,631,3880,1606,3346,2161,6506,1436,1577,1793,1629,2142,2117,2193
Biotin biosynthesis in plants,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Pyruvate metabolism I: anaplerotic reactions_ PEP,1127,1162,814,1321,2250,1198,952,900,744,1689,1853,1488,1983,1483,1156,487,426,128,131,333,352,540,551,578,575,711,696,580,548,364,328,622,196,229,280,343,212,195,328,544,375,394,702,76,52,16,120,49,47,66,50,0,0,36,35,114,28,58,42,116,66,99,60,58,3,64,70,108,80,75,111,59,42,78,98,119,49,7,56,69,24,54,59,2588,2521,351,342,197,324,289,272,31,215,96,211,165,458,111,108,120,109,186,193,203
Glycerol and Glycerol-3-phosphate Uptake and Utilization,5941,5368,3642,7520,9857,5256,4725,4087,3300,9692,8887,6907,12010,8831,8423,2415,2191,760,701,2047,1963,3021,2941,3300,3194,3977,3787,2111,2550,2421,2427,4672,2759,2150,3457,2525,4002,2175,1585,2519,2137,1601,2531,462,374,101,934,408,378,476,342,0,3,251,293,634,191,341,293,697,347,625,361,279,26,489,527,561,405,441,786,505,247,410,468,585,307,18,307,414,153,372,391,14853,14333,3024,2280,1078,2717,2955,2479,301,1952,811,1815,1147,3195,787,824,866,763,1163,1150,1146
Regulation of Oxidative Stress Response,421,322,198,334,562,251,324,269,142,517,467,332,742,482,380,116,117,39,32,105,98,151,147,146,126,170,166,77,103,122,100,194,46,167,163,87,242,42,78,93,79,62,100,21,21,3,48,15,10,20,14,0,0,13,11,22,6,8,12,30,11,26,23,11,0,19,12,15,11,17,32,17,10,13,20,28,11,0,9,12,5,12,18,977,957,136,72,41,130,122,53,7,78,21,93,38,102,30,25,32,35,18,30,23
Bacterial Chemotaxis,8404,7046,4829,9077,13672,6999,5984,5356,4217,13775,12691,8766,13025,9812,8616,5198,4714,1590,1548,3915,3646,5983,5790,6552,6317,8095,7752,2461,3250,1623,1821,3453,1066,307,1040,504,1412,1622,2003,3910,1623,1293,2987,256,220,65,556,305,248,351,241,3,4,177,231,455,142,257,145,404,228,386,231,202,19,300,370,481,365,370,557,301,187,317,432,452,255,19,247,265,145,253,194,19427,18607,2927,2016,1027,2404,3097,4020,414,2481,1039,1719,1483,4441,930,934,1091,944,1771,1746,1703
Arginine and Ornithine Degradation,7845,6839,4616,8761,11623,6450,6228,5090,4223,12151,11524,8939,14783,10723,10102,3305,3052,987,966,2838,2708,4335,4215,3986,3853,4925,4792,2603,2788,2579,2675,5051,3605,2731,4129,2453,4351,4050,1883,2972,2787,2538,4369,485,388,99,1060,471,468,497,381,3,2,313,401,724,200,363,345,809,462,778,483,359,21,568,633,646,555,572,953,544,278,491,517,714,379,28,409,484,197,451,448,17822,17400,3485,2759,1380,3217,3448,3584,461,2749,1180,2378,1540,4465,1014,1088,1198,1063,1209,1342,1330
Arginine deiminase and agmatine deiminase pathways in Streptococci,7992,6558,4478,8655,11761,6506,6011,4961,4022,12484,11414,8427,14113,9978,8879,3455,3155,1067,956,2947,2831,4618,4498,4148,4090,5279,5047,2562,2785,1984,2379,4277,3295,2205,3292,2030,4004,3271,1621,2855,2346,2040,3996,380,314,83,784,400,349,412,295,3,0,250,274,601,160,307,247,583,337,549,353,241,24,430,505,537,446,451,683,403,244,375,465,540,300,26,346,331,167,353,336,15072,14567,3041,2368,1255,2655,2940,3242,377,2338,1011,2025,1355,3664,856,912,1036,891,1188,1207,1227
Pyruvate Alanine Serine Interconversions,2203,1849,1243,2834,3645,1830,1778,1475,1251,3651,3212,2551,4611,3200,2999,1056,974,302,311,748,712,1180,1115,1303,1263,1600,1584,901,1035,1067,1057,2028,1051,896,1660,764,1781,1242,681,1093,1001,714,1249,207,178,44,492,209,184,256,198,1,0,118,144,304,79,154,144,328,189,306,183,152,15,268,237,292,225,223,397,216,121,215,241,313,134,9,176,181,80,186,189,6465,6344,1139,952,513,956,1223,1086,93,622,280,676,403,1084,292,271,339,283,372,383,396
Alanine biosynthesis,7800,7162,5070,9373,12711,7222,6094,5426,4534,12122,12056,9791,14967,11552,10739,3350,3072,1021,1008,2929,2849,4591,4498,3950,3859,4829,4673,2879,2795,2511,2873,4756,3643,3015,4214,2700,4609,3382,1645,2568,2342,2099,3842,395,337,92,992,388,353,387,356,3,2,285,280,578,164,313,248,620,349,572,390,266,28,450,471,566,456,461,748,469,229,420,461,610,300,29,336,391,162,389,354,16152,15696,3316,2670,1334,3074,3298,3435,346,2306,1004,2201,1552,4251,999,1040,1158,1091,1423,1481,1382
Bacilysin biosynthesis,0,1,0,2,1,0,1,0,1,2,2,0,1,2,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0
EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds,14971,13580,9794,17942,24599,13820,12256,10383,8723,22340,23126,18380,28443,22180,20449,5568,5216,1790,1754,4710,4544,7266,7170,7813,7500,9659,9397,6803,6830,6182,6798,12465,8147,7803,10669,6780,12159,8932,4054,6503,5794,4928,8669,946,807,203,2209,999,881,1061,804,8,7,671,801,1561,416,832,651,1530,922,1500,897,662,64,1161,1267,1408,1098,1139,1832,1031,548,965,1175,1470,767,68,843,898,447,972,851,31925,30859,6367,5094,2644,5613,6975,7751,844,5235,2246,4321,3010,8825,1981,2112,2181,1984,2867,2910,2875
tRNA aminoacylation_ Ala,96,82,60,126,157,82,73,53,47,176,171,128,192,136,135,46,37,24,15,43,43,75,74,47,46,56,56,16,20,18,11,33,22,0,14,6,22,5,10,18,18,9,39,2,1,0,2,2,4,3,1,0,0,2,1,2,2,3,2,3,2,2,2,1,0,1,3,1,6,4,3,4,1,2,7,1,3,0,3,1,0,3,2,210,218,25,35,10,33,35,49,6,37,14,27,17,65,12,15,19,8,30,26,19
Choline and Betaine Uptake and Betaine Biosynthesis,1919,1745,1356,2485,3435,1925,1498,1339,1212,2865,3102,2498,3776,2892,2843,696,623,221,222,595,581,913,879,784,766,905,888,457,604,990,857,1691,765,1388,1407,1302,1156,496,334,635,471,403,802,97,103,30,264,100,134,127,71,0,1,76,76,149,53,70,68,195,99,163,133,72,10,125,127,105,89,112,195,128,36,95,101,130,58,3,78,96,39,77,95,4308,4290,1205,1071,531,1180,988,574,96,691,265,479,291,873,187,222,169,182,211,217,213
Aromatic Amin Catabolism,765,613,468,896,1044,575,572,417,334,1199,992,743,1346,810,758,217,187,67,58,230,215,330,321,325,289,400,383,139,196,216,168,419,228,250,287,168,386,238,123,202,163,92,269,32,36,5,107,19,43,49,36,0,0,18,24,47,17,25,31,58,27,50,24,22,1,46,30,48,33,51,70,36,23,34,44,39,23,0,24,40,12,32,30,1505,1541,292,182,106,235,284,314,28,160,77,186,81,302,65,80,66,70,57,49,65
