,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
Cyclic pyranopterin phosphate synthase (MoaA) (EC 4.1.99.18),1936,1614,1122,1934,2925,1539,1531,1201,948,2861,2757,2131,3269,2375,2255,814,701,238,209,702,701,1149,1113,853,868,1074,1010,741,846,498,729,1159,1399,464,865,405,934,375,411,781,550,509,1429,94,77,19,199,86,57,92,70,0,1,72,74,149,51,60,65,163,97,151,78,50,7,102,107,117,97,145,154,97,58,83,138,161,64,7,76,79,40,91,81,2712,2664,470,376,206,411,432,609,73,384,155,445,336,939,190,215,283,248,243,294,317
Cyclohex-1-ene-1-carboxyl-CoA hydratase (EC 4.2.1.17),0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyclohexadienyl dehydratase (EC 4.2.1.51)(EC 4.2.1.91),52,53,40,45,90,40,48,36,15,92,62,67,73,47,51,30,26,6,9,18,14,34,34,43,40,45,49,23,24,0,2,9,18,8,1,0,6,2,9,18,14,13,20,2,1,1,2,2,1,4,0,0,0,0,2,2,0,1,3,1,0,2,1,0,1,3,1,1,2,2,2,0,2,3,1,1,1,0,2,5,3,2,0,165,165,10,5,6,5,4,3,1,2,2,7,3,17,4,8,2,3,2,6,2
Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43),201,183,117,213,328,205,126,124,87,324,279,209,333,224,226,97,95,29,30,60,56,93,105,153,134,146,148,125,102,39,55,100,23,21,28,12,34,45,87,123,64,46,136,8,9,2,35,11,11,11,10,0,0,20,10,12,10,18,9,23,12,15,14,8,1,16,21,15,15,10,22,15,5,19,23,22,14,0,12,13,6,17,16,577,570,78,78,45,73,118,179,15,52,16,51,45,141,31,42,30,17,49,51,62
Cyclohexanecarboxylate-CoA ligase AliA (EC 6.2.1.-),3,2,2,2,5,2,4,1,1,7,1,1,4,2,0,0,0,1,1,3,2,3,4,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,2,5,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1
cyclolysin secretion ATP-binding protein,35,38,23,35,42,25,29,16,34,76,65,81,68,61,69,16,15,3,3,15,13,33,25,22,20,40,41,29,38,8,24,38,16,1,14,2,9,23,26,37,24,16,43,2,4,0,13,5,2,6,3,0,0,2,1,9,2,5,1,4,3,6,5,3,0,11,5,5,4,5,9,4,1,1,6,7,2,0,4,3,5,5,5,82,93,17,19,7,8,9,8,0,4,3,31,29,70,16,18,34,26,54,68,50
cyclolysin secretion protein,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,3,1,2,5,5,4,10,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyclomaltodextrin glucanotransferase (EC 2.4.1.19),20,24,20,21,21,19,13,17,11,21,25,13,52,25,27,3,6,0,0,9,11,20,12,12,10,19,16,3,9,30,34,41,5,0,2,3,7,99,1,6,8,3,3,0,2,0,0,0,0,3,0,0,0,1,0,2,0,1,0,2,0,1,2,1,0,1,2,2,0,2,3,2,1,0,0,0,0,0,0,1,0,0,0,12,17,7,5,3,7,4,2,0,3,2,3,3,4,0,3,0,3,1,1,1
Cyclopropane-fatty-acyl-phospholipid synthase 2_ CmaA2 (EC 2.1.1.79),5,0,1,0,2,0,0,0,0,0,1,0,1,2,1,1,1,0,0,1,0,1,1,0,0,3,3,0,3,1,1,4,0,0,1,0,0,0,2,9,3,0,3,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,29,26,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cyclopropane-fatty-acyl-phospholipid synthase PcaA (EC 2.1.1.79),1,0,0,1,0,3,0,0,0,1,3,1,0,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyn operon transcriptional activator,49,37,23,36,74,31,21,19,19,55,39,42,69,45,43,53,43,15,12,34,23,37,42,52,47,54,56,6,6,1,2,8,1,0,1,2,3,6,12,20,12,4,14,0,3,1,3,1,5,0,2,0,0,1,0,7,0,2,2,4,0,3,0,1,1,3,0,1,0,2,2,3,1,0,2,2,1,0,1,0,0,3,1,162,155,13,5,2,5,18,18,3,11,6,12,7,15,9,7,4,6,7,7,6
Cys regulon transcriptional activator CysB,569,574,380,641,1010,585,422,425,332,1059,1104,775,862,694,561,265,224,83,81,233,235,378,350,253,261,348,312,170,128,72,78,128,40,34,42,20,23,26,62,158,62,49,246,2,6,1,17,7,9,12,3,0,0,7,6,15,4,15,11,16,2,12,6,3,0,5,7,20,9,10,22,8,4,8,13,20,8,1,7,10,1,6,7,777,767,110,103,51,85,140,294,15,118,45,123,124,297,71,67,86,73,122,108,113
Cystathionine beta-lyase (EC 4.4.1.8),243,166,127,265,416,211,210,186,123,356,321,262,379,293,235,159,136,42,41,100,99,176,170,204,185,242,232,125,117,66,90,172,48,0,48,23,64,62,90,130,96,63,166,11,8,5,27,12,8,14,10,0,0,14,15,27,6,6,11,21,7,24,15,12,0,19,16,23,11,18,25,16,15,11,30,34,10,0,13,13,4,7,11,636,621,94,89,48,81,114,194,8,50,20,57,45,136,33,30,34,26,46,36,47
Cystathionine beta-lyase_ type II (EC 4.4.1.8),60,20,13,36,20,7,42,5,3,134,27,9,98,29,11,4,4,1,1,7,3,6,6,4,4,3,2,5,1,8,0,3,0,4,1,2,2,1,0,5,2,0,9,0,1,0,7,0,2,1,1,0,0,1,0,0,0,0,0,1,0,2,1,1,0,1,1,1,0,0,0,0,0,2,1,1,1,1,0,1,0,2,3,59,65,10,4,2,8,19,10,1,6,4,12,5,9,4,4,8,6,1,0,0
Cystathionine beta-synthase (EC 4.2.1.22),909,777,542,911,1311,759,652,544,538,1203,1268,1056,1655,1312,1342,332,313,73,69,273,270,435,417,327,316,492,483,255,307,393,411,694,532,563,737,353,742,630,216,283,422,287,434,58,52,8,150,67,72,82,44,0,0,59,49,97,26,38,50,105,65,114,59,48,1,71,76,101,83,51,115,74,36,65,59,93,45,1,53,75,31,69,60,1742,1679,390,275,135,348,294,98,28,243,82,250,130,379,91,108,89,109,124,108,119
Cystathionine gamma-lyase (EC 4.4.1.1),1281,1080,776,1484,1943,1080,1069,832,752,1856,1896,1493,2468,1906,1869,471,449,163,151,522,465,739,716,602,604,710,701,420,512,531,582,998,1051,661,971,644,1114,813,302,486,588,484,693,68,72,19,201,90,94,88,70,0,0,57,72,124,43,51,52,133,82,120,87,56,3,91,100,94,75,102,196,98,40,86,96,114,51,9,62,87,26,68,72,2400,2322,541,432,203,493,422,199,50,310,121,363,200,635,138,164,147,138,155,185,157
Cystathionine gamma-synthase (EC 2.5.1.48),421,305,230,445,660,365,257,223,211,671,613,392,671,466,398,208,173,62,66,142,145,232,247,211,218,246,241,192,221,143,162,344,151,24,201,56,230,153,92,194,146,102,275,24,19,7,58,17,22,28,22,0,0,12,17,45,20,15,15,42,23,46,26,17,2,25,36,42,37,22,59,29,14,31,27,35,22,1,25,21,6,22,23,985,928,228,162,89,158,234,409,46,240,110,100,88,255,68,50,55,64,113,108,102
Cystathionine gamma-synthase_ O-phospho-L-homoserine dependent (EC 2.5.1.-),0,0,0,0,1,0,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cysteate synthase,3,0,2,4,3,1,1,3,0,2,2,2,0,4,6,0,0,0,0,0,1,2,1,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,6,6,0,1,1,0,0,27,3,1,10,4,13,23,17
Cysteine desulfurase (EC 2.8.1.7),3261,2995,2196,4071,5511,3102,2565,2247,1887,5476,5242,4032,6554,4919,4549,1357,1216,418,411,1215,1198,2001,1888,1566,1500,1867,1776,929,966,728,924,1435,1164,1016,1143,820,1275,1191,474,840,732,704,1485,127,126,36,363,141,140,120,112,0,0,80,109,207,49,95,85,220,115,184,140,85,7,138,140,186,167,133,218,147,84,147,136,207,100,10,135,121,50,131,118,6630,6458,1443,1145,618,1441,1413,1424,134,987,443,1044,687,2113,419,461,530,513,665,697,674
Cysteine desulfurase (EC 2.8.1.7)_ IscS subfamily,400,398,219,405,596,394,330,304,215,778,804,632,628,461,408,234,217,81,81,231,206,390,401,314,314,434,440,291,305,123,165,294,291,19,240,69,213,239,159,308,157,216,441,35,14,7,44,23,25,30,14,1,0,26,11,52,16,27,15,46,20,41,24,27,3,30,27,56,43,47,53,29,25,22,57,51,38,0,26,31,16,33,27,818,810,125,113,51,89,159,189,11,103,35,99,77,213,57,58,48,42,78,77,61
Cysteine desulfurase (EC 2.8.1.7)_ NifS subfamily,147,107,78,127,184,83,86,86,80,160,183,143,308,233,235,54,54,23,17,108,112,110,109,56,47,50,52,40,33,22,27,37,145,0,42,31,53,10,19,33,37,24,11,3,3,0,3,5,1,2,1,0,0,1,3,4,2,2,1,1,2,3,0,2,0,1,4,5,3,2,7,6,1,1,4,5,1,2,2,3,0,3,4,162,162,28,23,10,27,21,29,5,33,11,17,30,50,18,12,20,16,31,27,26
Cysteine desulfurase (EC 2.8.1.7)_ SufS subfamily,1056,992,682,1321,1897,1010,826,792,635,1327,1578,1476,2093,1830,1621,430,408,135,136,396,392,605,608,515,509,665,631,609,518,660,690,1144,1023,690,1165,728,1181,622,341,462,513,535,718,98,69,15,220,93,67,75,77,0,0,64,66,127,41,64,50,141,86,117,99,70,9,100,124,114,78,106,177,118,35,98,99,119,64,5,71,89,42,77,92,2254,2187,501,421,187,501,535,612,61,359,175,268,210,520,128,127,153,136,155,158,157
Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7)_ main protein CsdA,3,5,6,7,5,5,0,2,3,5,1,6,5,7,14,2,0,0,0,0,1,3,1,0,0,0,2,3,8,9,4,11,4,6,4,1,10,3,2,3,7,6,13,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,2,0,1,1,1,1,0,2,0,2,1,0,2,3,0,1,1,10,12,0,4,2,2,2,3,0,0,1,1,2,1,2,1,0,0,1,0,0
Cysteine desulfurase CsdA-CsdE_ sulfur acceptor protein CsdE,0,0,0,2,1,2,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1,2,1,0,2,0,1,0,0,1,1,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Cysteine synthase (EC 2.5.1.47),1344,1268,805,1524,2233,1275,1073,914,796,2131,2074,1606,2431,1808,1689,579,543,150,152,554,542,816,777,738,739,931,900,866,650,638,697,1214,625,977,1017,889,1121,513,377,651,507,425,848,130,80,31,188,83,75,116,63,1,0,61,80,156,52,78,68,168,87,140,93,84,4,117,136,168,109,135,206,107,61,112,107,191,82,8,83,102,51,99,115,2835,2735,560,557,249,523,644,630,68,436,209,407,320,908,188,194,203,179,327,341,349
Cysteine synthase A (EC 2.5.1.47),31,36,24,46,62,30,19,17,17,54,71,39,82,42,35,16,9,3,5,19,15,18,18,16,18,22,20,14,19,17,17,40,26,9,5,2,6,1,2,12,6,7,28,1,4,1,1,2,1,1,0,0,0,0,2,2,1,1,0,1,5,2,1,3,0,3,2,3,1,0,3,0,2,1,2,1,0,0,0,2,0,2,1,61,53,15,13,2,13,8,4,1,18,6,8,6,12,3,2,6,5,6,5,12
Cysteine synthase B (EC 2.5.1.47),366,212,146,335,481,243,227,161,137,503,349,308,603,357,333,107,105,34,31,117,113,165,173,152,146,188,201,162,131,180,173,320,90,123,245,186,388,185,108,149,191,129,182,33,24,5,92,27,27,36,27,0,0,22,30,43,21,20,33,57,35,47,39,25,3,46,48,39,35,30,74,43,17,26,32,51,28,2,30,46,16,27,31,928,891,174,97,62,152,246,272,10,108,42,113,66,159,30,57,62,55,47,36,43
Cysteinyl-tRNA synthetase (EC 6.1.1.16),1343,1354,982,1855,2514,1489,1211,1024,895,2221,2222,1899,2774,2105,2158,491,462,177,166,469,454,723,701,707,680,923,905,591,612,569,605,1128,806,674,1023,667,1139,758,316,527,486,360,714,90,53,10,185,69,69,85,51,1,0,52,62,124,34,59,63,91,92,113,87,58,2,84,118,116,90,92,164,83,47,68,108,112,67,7,66,88,43,86,63,2660,2615,522,459,215,501,575,729,81,539,203,419,308,824,179,187,239,211,276,303,263
Cysteinyl-tRNA synthetase (EC 6.1.1.16)_ chloroplast,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cysteinyl-tRNA synthetase paralog 2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0
Cystine ABC transporter_ periplasmic cystine-binding protein FliY,4,3,2,4,2,3,5,0,4,10,7,6,5,4,5,3,1,1,2,1,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,5,4,1,1,4,0,0,0,0,1,0,1,1,2,0,1,0,0,1
Cys-Xaa-Xaa-Xaa system radical SAM maturase,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Cytidine deaminase (EC 3.5.4.5),234,209,143,247,356,175,193,130,103,343,317,234,453,320,276,74,66,27,23,60,62,85,82,117,108,143,151,58,94,86,86,143,178,112,132,86,127,102,37,73,57,49,113,14,11,1,26,8,17,14,11,0,0,8,9,15,7,5,10,11,10,16,11,9,3,18,13,15,6,6,23,15,10,8,6,17,4,0,19,15,4,11,12,501,472,116,78,46,96,96,160,17,79,33,75,30,113,21,32,33,33,25,29,20
Cytidylate kinase (EC 2.7.4.25),692,568,387,748,1007,489,520,470,403,975,946,720,1174,810,760,250,224,83,67,217,217,338,311,281,283,362,344,131,124,71,73,145,152,106,154,80,186,117,55,107,88,64,180,12,11,3,27,17,25,17,9,0,0,8,18,18,7,12,12,25,10,15,16,11,0,16,24,25,14,15,23,26,8,11,23,18,10,0,13,15,4,15,20,1117,1041,187,156,90,185,269,302,40,196,82,149,116,393,66,80,97,104,107,132,137
Cytochrome b5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cytochrome b559 beta chain (PsbF),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytochrome b6-f complex alternative Rieske iron sulfur protein PetC2,6,10,5,13,12,9,5,5,3,6,5,5,8,10,17,0,0,0,0,3,2,2,1,1,1,4,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,3,1,3,0,0,0,0,0,0,2,4,1,1,3,0,2,5,1
Cytochrome b6-f complex alternative Rieske iron sulfur protein PetC3,9,3,12,11,15,6,14,4,8,9,16,10,11,8,2,4,1,0,0,0,0,5,2,7,5,9,7,0,0,2,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,11,6,2,1,3,0,4,1,1,0,3,1,6,0,0,1,0,4,1,2
Cytochrome b6-f complex iron-sulfur subunit PetC1 (Rieske iron sulfur protein EC 1.10.9.1),6,13,5,17,10,12,3,6,5,20,19,15,24,24,23,1,1,0,0,2,1,3,6,2,0,2,3,0,2,2,9,7,13,3,4,1,2,20,0,4,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,10,15,4,3,0,3,1,8,0,2,0,2,3,7,0,1,1,1,1,1,2
Cytochrome b6-f complex subunit IV (PetD),0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,1,3,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytochrome b6-f complex subunit V (PetG),0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytochrome b6-f complex subunit VI (PetL),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytochrome b6-f complex subunit VIII (PetN),0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytochrome b6-f complex subunit_ apocytochrome f,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,2,0,0,0,1,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cytochrome b6-f complex subunit_ cytochrome b6,6,1,1,1,5,2,3,1,0,4,3,3,5,5,10,5,1,0,0,0,1,2,2,2,0,2,0,3,1,8,13,4,0,1,0,0,4,44,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,8,6,0,3,0,1,2,0,1,1,0,4,5,11,1,4,4,1,3,3,3
Cytochrome c heme lyase subunit CcmF,987,1037,620,1328,1778,958,770,730,620,1702,1788,1326,1868,1475,1399,419,372,143,142,355,351,573,562,647,612,846,823,533,556,305,333,679,703,540,735,476,836,417,254,453,324,285,705,55,53,10,126,56,47,67,40,0,0,46,70,115,37,59,42,95,50,92,60,39,2,67,82,88,77,80,121,77,33,70,80,90,53,4,60,56,29,81,59,2410,2292,420,366,213,366,454,625,35,286,106,342,230,542,146,150,149,118,183,234,206
Cytochrome c heme lyase subunit CcmH,105,113,75,181,205,94,84,91,77,172,224,168,216,157,212,81,62,17,13,49,27,57,56,85,64,95,89,28,39,5,3,10,12,0,6,0,5,7,11,29,8,10,18,2,4,0,5,4,2,7,1,0,0,1,2,2,2,3,2,6,2,3,4,2,0,4,1,4,3,1,7,3,2,4,2,2,2,0,2,1,1,1,1,476,441,34,41,32,45,58,48,2,25,10,41,32,94,19,29,26,18,44,49,36
Cytochrome c heme lyase subunit CcmL,61,73,35,111,136,94,58,66,51,129,140,125,178,142,96,40,38,10,8,28,28,37,27,48,41,58,63,27,36,8,21,48,57,5,23,6,23,20,19,35,21,28,46,1,2,0,9,2,6,6,0,0,0,1,6,6,1,3,3,6,1,9,2,1,0,7,8,11,3,2,9,2,5,7,2,3,1,0,10,1,0,5,3,238,232,41,25,10,37,52,55,6,18,12,25,23,64,15,14,13,10,13,26,22
Cytochrome c nitrite reductase_ small subunit NrfH,5,2,0,5,6,0,4,0,2,17,8,0,12,6,4,6,5,1,1,10,10,14,13,6,7,13,12,5,2,18,31,39,7,0,10,3,5,10,6,7,19,28,12,1,2,0,2,4,1,1,2,0,0,2,2,8,0,3,0,7,1,4,3,0,0,3,6,2,0,2,3,2,1,2,1,3,2,1,3,2,2,2,2,53,50,28,15,8,28,15,3,1,15,5,1,5,3,4,0,1,4,2,3,8
Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1),185,119,99,165,218,87,131,85,55,220,169,108,222,143,85,152,150,67,55,158,168,299,299,107,124,147,145,111,71,7,11,23,3,1,4,3,6,10,66,59,108,94,103,17,8,2,18,10,8,5,6,0,0,16,14,20,12,15,7,25,11,13,15,11,1,20,17,23,22,19,19,17,5,23,17,36,6,3,13,15,4,13,15,506,493,114,93,42,93,51,9,6,29,14,44,42,81,23,31,18,18,48,47,69
Cytochrome c oxidase (B(O/a)3-type) chain II (EC 1.9.3.1),66,47,43,55,110,53,40,40,21,115,79,40,93,61,40,53,52,19,25,80,59,95,91,50,53,54,49,40,19,0,4,5,1,0,0,0,0,1,14,23,19,19,48,2,1,0,4,3,1,2,1,0,0,3,2,6,0,2,3,2,1,2,1,2,0,9,3,7,6,2,8,1,1,4,4,5,2,1,2,4,1,1,3,182,167,52,46,17,29,11,8,0,10,4,16,26,48,4,16,8,5,22,23,22
Cytochrome c oxidase polypeptide I (EC 1.9.3.1),2999,2360,1631,3268,4497,2354,2217,1914,1326,4232,3813,3042,5393,4059,3860,1520,1424,467,455,1393,1330,2159,2096,1626,1630,1991,1971,1293,1696,1610,1635,2983,2257,2047,2946,2175,3412,1541,975,1715,1693,1310,1980,218,192,52,560,248,249,275,209,1,2,188,203,307,106,199,177,354,229,314,243,148,12,265,315,368,292,279,445,274,120,231,275,324,167,16,216,250,117,236,223,5771,5624,1111,851,410,941,985,1011,123,653,252,741,460,1179,303,341,321,294,371,370,363
