Genus,G11.Ah,G11.Bw,G11.Cox,G1.Ah,G1.Bw,G1.Cox,G2.Ah,G2.Bw,G2.Cox,G3a.Ah,G3a.Bw,G3a.Cox,G9.Ah,G9.Bw,G9.Cox
Lineolata,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Lithodesmium,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
Lomentospora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lusitaniella,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Macrolepiota,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariniflexile,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Marvania,0,1,0,0,2,0,2,0,0,0,2,0,0,0,0
Mastocarpus,0,4,4,2,0,0,0,0,0,3,1,0,6,1,3
Meiodiscus,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Melanelixia,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2
Melanocarpus,0,1,1,2,0,0,0,0,0,0,0,2,0,1,0
Melosira,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylacidimicrobium,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0
Microsporidium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Microthamnion,0,3,1,0,0,0,0,0,0,1,1,0,5,2,5
Middelhovenomyces,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monacrosporium,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Naganishia,0,1,2,2,0,0,0,0,0,0,3,0,1,0,0
Nakazawaea,0,1,0,0,0,0,0,0,0,2,1,0,1,1,1
Naumannella,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nectria,0,1,0,2,0,1,0,1,0,2,0,1,0,0,0
Nemania,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1
Neochloris,0,2,0,0,0,1,1,0,0,2,4,0,3,1,0
Neodangemannia,0,2,0,0,1,0,0,1,0,2,1,1,0,0,0
Neofavolus,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Nielozyma,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nothocladus,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Nothoholosticha,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nycteria,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Ochlochaete,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0
Ochrolechia,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
Oedogonium,0,5,0,0,0,1,1,0,0,2,0,3,4,3,1
Olpitrichum,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ophiognomonia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Orbiocrella,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Padina,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
Paecilomyces,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0
Parahaemoproteus,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0
Peranema,0,1,0,0,0,0,0,1,1,1,0,0,2,2,0
Pezoloma,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Phalansterium,0,5,2,3,3,2,2,2,4,2,4,5,5,2,2
Pharyngomonas,0,10,4,2,1,0,6,1,2,4,2,2,5,1,1
Phenoliferia,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Pinguiochrysis,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Piptocephalis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Pistricoccus,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Plagiostoma,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Planctonema,0,1,0,1,1,1,0,0,1,1,1,0,3,2,0
Plantactinospora,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0
Plasmoverna,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plectonema,0,1,1,1,1,1,0,0,1,1,4,0,0,1,0
Pleistophora,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pleurochloridella,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Pleurothecium,0,3,2,1,0,0,0,0,0,3,0,1,2,1,0
Pseudaeromonas,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0
Pseudocorythion,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Pseudogluconobacter,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0
Pseudopedinella,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudopithomyces,0,4,0,0,1,1,1,1,0,1,0,1,1,1,2
Pterocladia,0,3,0,0,0,0,0,0,0,7,4,0,1,0,0
Ptychographa,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Punctaria,0,3,0,1,1,1,1,0,1,1,0,0,1,0,1
Pycnococcus,0,7,0,2,2,0,5,2,0,4,4,2,4,7,1
Pyrobotrys,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Pythiogeton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Raffaelea,0,1,1,0,0,1,2,1,3,0,2,1,1,0,0
Ralfsia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramicandelaber,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0
Reticulascus,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0
Retortamonas,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Rhizomucor,0,4,0,3,3,0,1,0,4,0,2,0,1,2,0
Rhodothalassium,0,2,2,0,1,0,1,2,0,1,0,0,1,1,2
Rhopalomyces,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
Rigidoporus,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Roundia,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
Russula,0,1,1,1,3,4,0,3,0,20,3,0,2,0,0
Saccharomycopsis,0,1,0,0,1,1,3,0,0,4,0,0,0,0,1
Saitozyma,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Sakaguchia,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Samsonia,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0
Sarcinomyces,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Savillea,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0
Schizothrix,0,1,0,4,1,0,1,0,0,0,0,0,0,1,1
Schwanniomyces,0,2,0,1,2,0,0,1,1,1,2,0,1,1,3
Scleromitrula,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sclerotium,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Scotinosphaera,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Scrippsiella,0,1,1,3,0,0,0,1,0,0,0,2,2,2,1
Scytalidium,0,2,0,0,0,0,0,0,0,0,1,1,3,0,0
Sebacina,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0
Shiraia,0,5,0,9,7,0,2,0,0,1,2,0,2,7,3
Sirobasidium,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0
Sirodesmium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirodotia,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sirosporium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Slafractonia,0,2,1,0,4,1,0,1,1,3,2,0,0,3,0
Sorogena,0,3,3,0,0,1,1,2,1,0,3,1,13,6,0
Sphingosinicella,0,1,0,0,0,0,2,0,0,0,2,2,1,1,0
Spiromyces,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Stauridium,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Sticholonche,0,5,0,2,5,0,3,1,0,5,1,2,1,1,1
Strobilomyces,0,2,0,2,0,3,1,1,0,2,0,0,3,3,0
Stygamoeba,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0
Subtercola,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Tetrabaena,0,1,2,3,1,2,1,2,0,3,3,2,2,1,2
Thaumatomonas,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Thermoascus,0,1,0,1,1,0,3,1,1,0,2,1,3,1,0
Thermogutta,0,3,2,0,0,0,0,0,0,1,2,0,1,0,0
Trachelomonas,0,2,0,1,0,0,3,1,1,4,2,0,1,3,0
Trapeliopsis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Treubaria,0,2,2,0,4,0,2,0,0,7,2,2,1,1,0
Tribonema,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichonympha,0,2,0,0,0,0,0,0,0,2,1,1,3,0,3
Tritirachium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochila,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Verdigellas,0,1,0,0,0,0,0,0,0,0,4,1,1,0,1
Vitreochlamys,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Voromonas,0,1,0,4,2,0,1,0,0,2,1,0,2,0,0
Vorticella,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Westerdykella,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Wildemania,0,4,0,1,2,1,0,1,1,1,3,6,3,1,1
Wolfiporia,0,1,0,0,0,0,0,0,0,3,2,0,3,0,1
Xylanimicrobium,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
Zoophthora,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0
Zygotorulaspora,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Acanthoeca,0,0,1,0,2,0,2,2,0,1,0,1,0,0,0
Aciculosporium,0,0,2,1,0,0,0,0,0,2,3,4,2,1,1
Amorphotheca,0,0,1,0,0,0,0,0,0,2,0,0,2,0,1
Ampelomyces,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Amphora,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Analipus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anderseniella,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Apiotrichum,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
Arachnocrea,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bagliettoa,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0
Balansia,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0
Bjerkandera,0,0,1,0,0,0,0,0,1,0,0,0,2,0,4
Boldia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bostrychia,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Candidatus Methylospira,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chaetomella,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Champia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chilodonella,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0
Clavulina,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Clitocybe,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Corynascus,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Cryptopleura,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cystobasidium,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Dasycladus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Delitschia,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dentocorticium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Doratomyces,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Entodinium,0,0,1,0,0,1,2,0,0,5,3,0,2,0,1
Eutypella,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0
Exsudoporus,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Fibricium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Florella,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gocevia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Halochromatium,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
Haptoglossa,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Helvella,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hypotrichomonas,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1
Lactarius,0,0,2,0,0,0,0,0,1,19,0,0,0,0,0
Leptochlorella,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Lotmaria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Malbranchea,0,0,1,4,0,0,0,1,1,1,3,0,2,0,2
Massarina,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Meliniomyces,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0
Metopus,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
Microstomoeca,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Neournula,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Nolandella,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Parallela,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
Pezizella,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Phytopythium,0,0,1,0,0,0,0,3,0,3,3,0,1,2,1
Podosphaera,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0
Polychytrium,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
Protoglossum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Protoparmelia,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Rhipilia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rhodocyclus,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Rusavskia,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Schlegelella,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Sparassis,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
Sporochnus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Squamamoeba,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Stachyamoeba,0,0,1,2,4,0,2,0,0,2,1,1,3,3,1
Stigeoclonium,0,0,3,2,9,1,0,4,0,4,6,2,4,4,0
Tabris,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Terana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tricharia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trichophaea,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Tubifera,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tympanopsis,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Vannella,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Acidithiomicrobium,0,0,0,2,0,0,1,0,1,6,1,0,1,0,0
Albifimbria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ankylochrysis,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Annamia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ascotaiwania,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Astrothelium,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Boletopsis,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bolivina,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Calonectria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Calophoma,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
Candidatus Kleidoceria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chamaebotrys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chroococcus,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Chrysosporium,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Cladochytrium,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
Claroideoglomus,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Clavariopsis,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
Coniothyrium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cunninghamella,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0
Cyathus,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Cymopolia,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cytidia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dactylina,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Derbesia,0,0,0,2,1,2,0,2,0,3,2,3,2,2,1
Desmochloris,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dumontia,0,0,0,1,1,2,1,2,0,0,0,0,5,3,0
Emarcea,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Endobacter,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Eremascus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eschaneustyla,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
Flabellia,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Frontonia,0,0,0,3,0,1,3,2,0,1,0,0,3,0,0
Gloeoporus,0,0,0,1,1,0,0,0,0,1,3,0,2,1,0
Gloeothece,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0
Gomphonema,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Graphium,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Guignardia,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Gyalecta,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0
Hanusia,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Harpochytrium,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Heterochlorella,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heteromita,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2
Kallichroma,0,0,0,2,0,0,0,0,0,0,0,2,1,4,0
Knufia,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Lophiostoma,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Mazzaella,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
Mesophyllum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Modicisalibacter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Moniliella,0,0,0,1,1,0,0,0,0,2,1,1,1,1,2
Mrakia,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
Mylnosiga,0,0,0,2,0,0,0,0,0,0,0,0,6,7,0
Neomeris,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0
Neuropogon,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1
Nodobryoria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Obertrumia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pandora,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Pedomicrobium,0,0,0,2,0,0,3,0,0,0,2,1,0,0,1
Percolomonas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Peterozyma,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Phaeoisaria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Philasterides,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Platyamoeba,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Polychromophilus,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
Polykrikos,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0
Polyplastron,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Pseudoamphisiella,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pseudonectria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pseudopediastrum,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
Pseudourostyla,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0
Pteridomonas,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Pyrenopeziza,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
Ramalina,0,0,0,5,1,0,3,2,0,1,2,1,0,3,1
Rhizochromulina,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Rosenvingiella,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Semnocarpa,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Setoseptoria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sinobacterium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sphaerimonospora,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0
Stenocarpella,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Sulfuriferula,0,0,0,2,1,0,0,1,0,1,1,2,0,1,0
Telonema,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0
Tephromela,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0
Trichaptum,0,0,0,2,0,1,1,1,0,0,1,2,2,0,0
Weeksia,0,0,0,1,3,0,1,1,0,0,1,0,1,0,2
Xanthocarpia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Xanthoparmelia,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0
Xylogone,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Achnanthidium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Acrophialophora,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amaricoccus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ankyra,0,0,0,0,3,0,0,2,0,4,1,1,0,1,1
Blechomonas,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0
Bulleribasidium,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
Callithamnion,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0
Campylodiscus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Candidatus Nephrothrix,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Ceratiomyxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chaos,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Cocconeis,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Coprinus,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Corethron,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Corynespora,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
Cyanoptyche,0,0,0,0,1,0,1,1,0,2,3,2,0,1,0
Cystofilobasidium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dacrymyces,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Datronia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dichotomopilus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dicrateria,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Dimargaris,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
Dinobryon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
Doohwaniella,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
Entocybe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Farysia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Graminella,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Haplosporidium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Helicodictyon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Heterochlamydomonas,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0
Hibberdia,0,0,0,0,3,2,0,0,2,0,0,0,0,1,0
Knoxdaviesia,0,0,0,0,1,0,0,0,1,3,0,1,0,0,1
Lacazia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Leohumicola,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Leptolegnia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Leucocryptos,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0
Licmophora,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Lithomelissa,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
Lobophora,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1
Lophodermium,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0
Meruliopsis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Monomorphina,0,0,0,0,2,0,3,0,0,3,0,0,3,3,1
Neoceratium,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
Nothogenia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pannaria,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Parabodo,0,0,0,0,1,0,0,0,0,1,2,1,2,4,0
Parmotrema,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Petalomonas,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Petrophila,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pezicula,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Phaeosphaeria,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
Phellinopsis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Phylliscum,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Platygramme,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pseudochorda,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Pseudopfiesteria,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Psora,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Ruinenia,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
Scenedesmus,0,0,0,0,2,0,0,0,0,0,2,0,1,0,2
Sirophysalis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stylonema,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Symmetrospora,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Syringoderma,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Thermomyces,0,0,0,0,2,0,1,0,0,1,1,1,3,1,0
Thiobaca,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trichomitus,0,0,0,0,1,0,1,1,0,3,0,1,2,0,1
Uronema,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
Warnowia,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Zonaria,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Alkalilactibacillus,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Apusomonas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arachnomyces,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Blastodinium,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Brasilonema,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bullera,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Capniomyces,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Caryospora,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chlorarachnion,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Climacocystis,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Crassicarpon,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0
Crepidotus,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0
Crinipellis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cryptoperidiniopsis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Curvibasidium,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0
Deconica,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dictyosphaerium,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
Entophlyctis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Filobasidium,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0
Gnomonia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Halophytophthora,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
